Address,Port,Packets,Bytes,Tx Packets,Tx Bytes,Rx Packets,Rx Bytes
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64100,1,86,1,86,0,0
"192.168.1.31",64101,14180,18325899,2095,158578,12085,18167321
"192.168.1.31",64102,23,2116,11,1179,12,937
"192.168.1.31",64116,69,14212,31,8214,38,5998
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64127,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64128,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64129,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64130,1,86,1,86,0,0
"192.168.1.31",64131,14,2218,8,1092,6,1126
"192.168.1.31",64132,165,146342,39,3191,126,143151
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64133,1,86,1,86,0,0
"192.168.1.31",64134,16,2337,9,1145,7,1192
"192.168.1.31",64135,19,2353,9,1173,10,1180
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64136,1,86,1,86,0,0
"192.168.1.31",64137,80,57774,25,2580,55,55194
"192.168.1.31",64138,18,2300,8,1120,10,1180
"192.168.1.31",64147,35,8694,15,2295,20,6399
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64148,1,86,1,86,0,0
"192.168.1.31",64149,18,2458,10,1200,8,1258
"192.168.1.31",64150,31,7932,16,1955,15,5977
"192.168.1.31",64151,57,7102,23,3680,34,3422
"192.168.1.31",64152,41,8711,21,2163,20,6548
"192.168.1.31",64153,30,10918,14,2394,16,8524
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64157,1,86,1,86,0,0
"192.168.1.31",64158,18,2460,10,1202,8,1258
"192.168.1.31",64161,46,12571,23,6549,23,6022
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64175,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64176,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64177,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64178,1,86,1,86,0,0
"192.168.1.31",64179,22,2702,12,1312,10,1390
"192.168.1.31",64180,358,418758,63,4843,295,413915
"192.168.1.31",64181,22,2700,12,1310,10,1390
"192.168.1.31",64182,18,2300,8,1120,10,1180
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64183,1,86,1,86,0,0
"192.168.1.31",64184,22,2702,12,1312,10,1390
"192.168.1.31",64192,20,1562,14,877,6,685
"192.168.1.31",64193,27,6617,15,1434,12,5183
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64208,1,86,1,86,0,0
"192.168.1.31",64209,18,2458,10,1200,8,1258
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64210,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64211,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64212,1,86,1,86,0,0
"192.168.1.31",64213,18,2460,10,1202,8,1258
"192.168.1.31",64214,292,321453,59,4543,233,316910
"192.168.1.31",64215,18,2300,8,1120,10,1180
"192.168.1.31",64218,34,10458,18,2053,16,8405
"192.168.1.31",64220,46,9496,22,5694,24,3802
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64230,1,86,1,86,0,0
"192.168.1.31",64231,14,2218,8,1092,6,1126
"192.168.1.31",64233,648,64238,271,24602,377,39636
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64234,1,86,1,86,0,0
"192.168.1.31",64235,14,2218,8,1092,6,1126
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64242,1,86,1,86,0,0
"192.168.1.31",64243,20,2579,11,1255,9,1324
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64244,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64245,1,86,1,86,0,0
"192.168.1.31",64246,224,217856,56,4536,168,213320
"192.168.1.31",64247,19,2354,9,1174,10,1180
"192.168.1.31",64252,32,7977,17,2042,15,5935
"192.168.1.31",64269,24,7594,12,1225,12,6369
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64272,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64273,1,86,1,86,0,0
"192.168.1.31",64274,107,86477,34,3067,73,83410
"192.168.1.31",64275,19,2354,9,1174,10,1180
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64276,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64277,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64278,1,86,1,86,0,0
"192.168.1.31",64279,28,3063,15,1475,13,1588
"192.168.1.31",64280,28,3065,15,1477,13,1588
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64281,1,86,1,86,0,0
"192.168.1.31",64282,192,193886,46,3772,146,190114
"192.168.1.31",64283,18,2300,8,1120,10,1180
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64284,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64285,1,86,1,86,0,0
"192.168.1.31",64286,3622,4709857,504,38581,3118,4671276
"192.168.1.31",64287,29,2479,14,1344,15,1135
"192.168.1.31",64303,20,1562,14,877,6,685
"192.168.1.31",64304,22,2395,13,1284,9,1111
"192.168.1.31",64306,24,5741,14,2076,10,3665
"192.168.1.31",64316,33,10776,15,3204,18,7572
"192.168.1.31",64317,31,10077,14,2842,17,7235
"192.168.1.31",64318,33,10176,15,2881,18,7295
"192.168.1.31",64323,24,5741,14,2075,10,3666
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64326,1,86,1,86,0,0
"192.168.1.31",64327,28,3065,15,1477,13,1588
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64330,1,86,1,86,0,0
"192.168.1.31",64331,26,2942,14,1420,12,1522
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64332,1,86,1,86,0,0
"192.168.1.31",64333,36,6841,19,4219,17,2622
"192.168.1.31",64334,42,4022,21,1807,21,2215
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64335,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64336,1,86,1,86,0,0
"192.168.1.31",64337,2799,3603728,403,29311,2396,3574417
"192.168.1.31",64338,39,3085,19,1620,20,1465
"192.168.1.31",64340,37,13682,19,2121,18,11561
"192.168.1.31",64343,13,5782,6,609,7,5173
"192.168.1.31",64346,30,4300,16,2545,14,1755
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64348,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64349,1,86,1,86,0,0
"192.168.1.31",64350,30,10058,12,2075,18,7983
"192.168.1.31",64351,21,8498,8,1386,13,7112
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64352,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64353,1,86,1,86,0,0
"192.168.1.31",64355,40,16825,16,5996,24,10829
"192.168.1.31",64356,21,8530,8,1418,13,7112
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64357,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64358,1,86,1,86,0,0
"192.168.1.31",64359,34,14395,14,3913,20,10482
"192.168.1.31",64360,21,9870,8,1444,13,8426
"192.168.1.31",64365,106,22220,44,11015,62,11205
"192.168.1.31",64366,37,8764,18,2300,19,6464
"192.168.1.31",64367,1329,403440,551,324409,778,79031
"192.168.1.31",64369,46,10477,22,2695,24,7782
"192.168.1.31",64371,1482,875829,551,163486,931,712343
"192.168.1.31",64372,42,7264,17,2122,25,5142
"192.168.1.31",64373,406,133733,195,118714,211,15019
"192.168.1.31",64374,32,6448,16,1953,16,4495
"192.168.1.31",64375,307,141476,131,13784,176,127692
"192.168.1.31",64376,33,6836,16,1956,17,4880
"192.168.1.31",64377,67,8819,33,5297,34,3522
"192.168.1.31",64379,28,8952,13,2198,15,6754
"192.168.1.31",64381,29,5141,13,2774,16,2367
"192.168.1.31",64383,21,5855,10,1488,11,4367
"192.168.1.31",64384,21,5856,10,1488,11,4368
"192.168.1.31",64385,32,6692,16,1943,16,4749
"192.168.1.31",64386,21,5855,10,1488,11,4367
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64391,1,86,1,86,0,0
"192.168.1.31",64392,26,4085,13,1821,13,2264
"192.168.1.31",64393,27,5021,13,2774,14,2247
"192.168.1.31",64395,27,5020,13,2773,14,2247
"192.168.1.31",64400,30,10292,16,4457,14,5835
"192.168.1.31",64403,24,8688,12,3078,12,5610
"192.168.1.31",64411,28,5086,12,2720,16,2366
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64412,1,86,1,86,0,0
"192.168.1.31",64413,42,4022,21,1807,21,2215
"192.168.1.31",64415,552,205012,193,41276,359,163736
"192.168.1.31",64416,203,58581,76,10624,127,47957
"192.168.1.31",64418,307,113881,166,67484,141,46397
"192.168.1.31",64426,34,9978,14,1969,20,8009
"192.168.1.31",64427,629,578037,155,14435,474,563602
"192.168.1.31",64428,33,11039,16,2161,17,8878
"192.168.1.31",64429,21,5534,10,1081,11,4453
"192.168.1.31",64430,46,8816,23,5353,23,3463
"192.168.1.31",64431,39,10303,19,2446,20,7857
"192.168.1.31",64432,38,10191,19,2434,19,7757
"192.168.1.31",64433,8,486,5,294,3,192
"192.168.1.31",64434,26,8789,11,1566,15,7223
"192.168.1.31",64435,2653,1215112,1052,167284,1601,1047828
"192.168.1.31",64436,23,8617,10,1514,13,7103
"192.168.1.31",64437,14093,15312468,1672,122208,12421,15190260
"192.168.1.31",64438,5651,6105933,783,54736,4868,6051197
"192.168.1.31",64439,5093,5690979,691,49281,4402,5641698
"192.168.1.31",64440,22,8557,10,1514,12,7043
"192.168.1.31",64441,574,606023,88,8480,486,597543
"192.168.1.31",64442,477,492008,79,8310,398,483698
"192.168.1.31",64444,528,565191,80,8180,448,557011
"192.168.1.31",64445,29,5139,13,2773,16,2366
"192.168.1.31",64451,55,30333,21,3701,34,26632
"192.168.1.31",64453,50,21995,20,3842,30,18153
"192.168.1.31",64456,20,1562,14,877,6,685
"192.168.1.31",64457,22,2395,13,1284,9,1111
"192.168.1.31",64462,34,8638,15,2295,19,6343
"192.168.1.31",64466,30,6684,14,2969,16,3715
"192.168.1.31",64470,39,7125,19,4200,20,2925
"192.168.1.31",64480,29,5141,13,2774,16,2367
"192.168.1.31",64481,40,10469,22,5166,18,5303
"192.168.1.31",64483,108,48745,52,6292,56,42453
"192.168.1.31",64487,36,6110,19,3305,17,2805
"192.168.1.31",64495,185,178305,34,4274,151,174031
"192.168.1.31",64496,971,1071033,133,11981,838,1059052
"192.168.1.31",64498,205,196556,42,5130,163,191426
"192.168.1.31",64500,24,8687,12,3078,12,5609
"192.168.1.31",64508,3015,3301066,393,33029,2622,3268037
"192.168.1.31",64510,1254,1392307,162,13704,1092,1378603
"192.168.1.31",64514,37,8763,18,2300,19,6463
"192.168.1.31",64517,99,71245,30,4136,69,67109
"192.168.1.31",64519,44,15032,22,4776,22,10256
"192.168.1.31",64522,31,7099,16,1958,15,5141
"192.168.1.31",64523,35,7177,20,5017,15,2160
"192.168.1.31",64526,19,9266,9,2681,10,6585
"192.168.1.31",64527,17,9144,8,2619,9,6525
"192.168.1.31",64528,25,11060,13,4343,12,6717
"192.168.1.31",64529,20,10724,9,4079,11,6645
"192.168.1.31",64530,21,12202,11,5605,10,6597
"192.168.1.31",64531,19,9266,9,2681,10,6585
"192.168.1.31",64532,29,5141,13,2775,16,2366
"192.168.1.31",64533,28,5080,13,2774,15,2306
"192.168.1.31",64535,26,4967,12,2720,14,2247
"192.168.1.31",64536,32,29775,10,3025,22,26750
"192.168.1.31",64537,111,94646,32,5815,79,88831
"192.168.1.31",64538,37,10761,15,2642,22,8119
"192.168.1.31",64539,1179,725892,442,132528,737,593364
"192.168.1.31",64540,3162,980204,1388,198304,1774,781900
"192.168.1.31",64541,44,7472,22,4645,22,2827
"192.168.1.31",64542,16,3168,9,1963,7,1205
"192.168.1.31",64543,44,6156,19,3979,25,2177
"192.168.1.31",64544,558,182584,265,162020,293,20564
"192.168.1.31",64545,27,5020,13,2773,14,2247
"192.168.1.31",64547,32,6448,16,1953,16,4495
"192.168.1.31",64548,341,144848,152,15291,189,129557
"192.168.1.31",64549,33,6835,16,1956,17,4879
"192.168.1.31",64550,87,10629,43,6182,44,4447
"192.168.1.31",64551,9207,10436497,1130,76050,8077,10360447
"192.168.1.31",64552,4724,5276076,652,46506,4072,5229570
"192.168.1.31",64553,4697,5264586,567,41748,4130,5222838
"192.168.1.31",64563,24,6902,14,1275,10,5627
"192.168.1.31",64564,10,1549,6,572,4,977
"192.168.1.31",64569,33,6751,16,1943,17,4808
"192.168.1.31",64570,34,4359,18,1865,16,2494
"192.168.1.31",64571,6,354,4,228,2,126
"192.168.1.31",64572,30,5195,14,2828,16,2367
"192.168.1.31",64574,13,1846,7,958,6,888
"192.168.1.31",64581,20,1562,14,877,6,685
"192.168.1.31",64582,26,6561,14,1380,12,5181
"192.168.1.31",64589,10,1809,6,563,4,1246
"192.168.1.31",64590,10,1392,6,563,4,829
"192.168.1.31",64591,10,1004,6,543,4,461
"192.168.1.31",64595,38,10145,18,2356,20,7789
"192.168.1.31",64598,30,5237,13,2785,17,2452
"192.168.1.31",64604,25,9056,12,3090,13,5966
"192.168.1.31",64625,41,10924,21,3137,20,7787
"192.168.1.31",64628,31,22098,14,6342,17,15756
"192.168.1.31",64629,24,14212,15,9536,9,4676
"192.168.1.31",64630,21,9969,12,5293,9,4676
"192.168.1.31",64634,32,3078,17,1376,15,1702
"192.168.1.31",64637,92,25980,41,14543,51,11437
"192.168.1.31",64646,19,6255,8,1211,11,5044
"192.168.1.31",64653,32,4701,17,2758,15,1943
"192.168.1.31",64663,40,10859,19,3028,21,7831
"192.168.1.31",64668,31,9934,17,4100,14,5834
"192.168.1.31",64669,20,1562,14,877,6,685
"192.168.1.31",64670,26,6562,14,1380,12,5182
"192.168.1.31",64674,24,8688,12,3078,12,5610
"192.168.1.31",64682,70,14411,32,8426,38,5985
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64684,1,86,1,86,0,0
"192.168.1.31",64685,18,2458,10,1200,8,1258
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64686,1,86,1,86,0,0
"192.168.1.31",64687,13,2071,6,949,7,1122
"192.168.1.31",64688,18,2460,10,1202,8,1258
"192.168.1.31",64698,24,5742,14,2076,10,3666
"192.168.1.31",64702,39,10800,19,3029,20,7771
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64706,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64707,1,86,1,86,0,0
"192.168.1.31",64708,22,2702,12,1312,10,1390
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64709,1,86,1,86,0,0
"192.168.1.31",64710,42,4020,21,1805,21,2215
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64711,1,86,1,86,0,0
"192.168.1.31",64712,31,7056,12,1653,19,5403
"192.168.1.31",64713,18,2300,8,1120,10,1180
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64715,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64716,1,86,1,86,0,0
"192.168.1.31",64717,5683,7404962,770,53408,4913,7351554
"192.168.1.31",64718,24,2176,11,1179,13,997
"192.168.1.31",64723,197,161200,72,42561,125,118639
"192.168.1.31",64724,27,8721,14,3011,13,5710
"192.168.1.31",64725,1520,393752,677,46032,843,347720
"192.168.1.31",64726,45,23116,27,17901,18,5215
"192.168.1.31",64727,34,8642,14,2241,20,6401
"192.168.1.31",64728,30,11332,14,5442,16,5890
"192.168.1.31",64729,21,5023,12,1340,9,3683
"192.168.1.31",64730,23,9501,10,1232,13,8269
"192.168.1.31",64731,23,8729,10,1480,13,7249
"192.168.1.31",64732,273,334087,49,3405,224,330682
"192.168.1.31",64733,10,1303,6,671,4,632
"192.168.1.31",64734,27,10098,14,4423,13,5675
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64735,1,86,1,86,0,0
"192.168.1.31",64737,20,2579,11,1255,9,1324
"192.168.1.31",64738,27,6232,13,2914,14,3318
"192.168.1.31",64739,31,7932,16,1955,15,5977
"192.168.1.31",64740,57,7102,23,3680,34,3422
"192.168.1.31",64741,42,8777,20,2109,22,6668
"192.168.1.31",64743,26,9014,13,3303,13,5711
"192.168.1.31",64747,46,13656,23,6394,23,7262
"192.168.1.31",64764,40,10860,19,3029,21,7831
"192.168.1.31",64773,24,8687,12,3078,12,5609
"192.168.1.31",64779,22,5631,12,1967,10,3664
"192.168.1.31",64783,57,10467,27,5184,30,5283
"192.168.1.31",64784,33,7213,17,2012,16,5201
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64786,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64787,1,86,1,86,0,0
"192.168.1.31",64788,20,2579,11,1255,9,1324
"192.168.1.31",64789,20,2581,11,1257,9,1324
"192.168.1.31",64791,20,1562,14,877,6,685
"192.168.1.31",64793,22,2395,13,1284,9,1111
"192.168.1.31",64796,28,5086,12,2720,16,2366
"192.168.1.31",64797,43,14829,21,4726,22,10103
"192.168.1.31",64804,37,10686,18,2975,19,7711
"192.168.1.31",64809,671,66439,280,25416,391,41023
"192.168.1.31",64813,39,8329,21,5880,18,2449
"192.168.1.31",64814,28,4041,16,2470,12,1571
"192.168.1.31",64815,6697,1057946,3736,535325,2961,522621
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64819,1,86,1,86,0,0
"192.168.1.31",64820,22,2700,12,1310,10,1390
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64821,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64822,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64823,1,86,1,86,0,0
"192.168.1.31",64824,16,2339,9,1147,7,1192
"192.168.1.31",64825,31,6311,13,1706,18,4605
"192.168.1.31",64826,19,2353,9,1173,10,1180
"192.168.1.31",64832,31,10891,17,5157,14,5734
"192.168.1.31",64834,31,7851,16,1949,15,5902
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64840,1,86,1,86,0,0
"192.168.1.31",64841,18,2460,10,1202,8,1258
"192.168.1.31",64851,40,10870,20,3083,20,7787
"192.168.1.31",64852,25,7691,12,1225,13,6466
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64857,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64858,1,86,1,86,0,0
"192.168.1.31",64859,18,2458,10,1200,8,1258
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64860,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64861,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64862,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64863,1,86,1,86,0,0
"192.168.1.31",64864,199,192264,51,4170,148,188094
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64865,1,86,1,86,0,0
"192.168.1.31",64867,18,2300,8,1120,10,1180
"192.168.1.31",64868,168,171267,40,3486,128,167781
"192.168.1.31",64869,19,2354,9,1174,10,1180
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64870,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64871,1,86,1,86,0,0
"192.168.1.31",64872,4167,5399875,582,39901,3585,5359974
"192.168.1.31",64873,23,2116,11,1179,12,937
"192.168.1.31",64876,24,8687,12,3078,12,5609
"192.168.1.31",64885,36,14994,16,1971,20,13023
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64888,1,86,1,86,0,0
"192.168.1.31",64889,16,2339,9,1147,7,1192
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64898,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64899,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64900,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64901,1,86,1,86,0,0
"192.168.1.31",64902,18,2460,10,1202,8,1258
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64903,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64904,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64905,1,86,1,86,0,0
"192.168.1.31",64906,234,254398,38,3216,196,251182
"192.168.1.31",64907,158,152554,41,3648,117,148906
"192.168.1.31",64909,18,2300,8,1120,10,1180
"192.168.1.31",64910,18,2300,8,1120,10,1180
"192.168.1.31",64912,39,10810,20,3083,19,7727
"192.168.1.31",64915,34,10849,16,3276,18,7573
"192.168.1.31",64916,34,10850,16,3276,18,7574
"192.168.1.31",64917,36,10933,17,3300,19,7633
"192.168.1.31",64919,23,6959,11,2004,12,4955
"192.168.1.31",64921,20,1562,14,877,6,685
"192.168.1.31",64923,21,2341,12,1230,9,1111
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64932,1,86,1,86,0,0
"192.168.1.31",64933,22,2702,12,1312,10,1390
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64934,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64935,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64936,1,86,1,86,0,0
"192.168.1.31",64937,22,2700,12,1310,10,1390
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64938,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64939,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64940,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64941,1,86,1,86,0,0
"192.168.1.31",64942,201,213129,41,3498,160,209631
"192.168.1.31",64943,109,100257,27,2712,82,97545
"192.168.1.31",64944,18,2300,8,1120,10,1180
"192.168.1.31",64945,18,2300,8,1120,10,1180
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64946,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64947,1,86,1,86,0,0
"192.168.1.31",64948,3187,4175559,420,32137,2767,4143422
"192.168.1.31",64949,19,1669,9,1008,10,661
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64951,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64952,1,86,1,86,0,0
"192.168.1.31",64953,30,10143,12,2160,18,7983
"192.168.1.31",64954,21,8530,8,1418,13,7112
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64956,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64957,1,86,1,86,0,0
"192.168.1.31",64958,39,16809,16,5996,23,10813
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64959,1,86,1,86,0,0
"192.168.1.31",64960,21,8530,8,1418,13,7112
