conn_#,host_a,host_b,port_a,port_b,first_packet,last_packet,total_packets_a2b,total_packets_b2a,resets_sent_a2b,resets_sent_b2a,ack_pkts_sent_a2b,ack_pkts_sent_b2a,pure_acks_sent_a2b,pure_acks_sent_b2a,sack_pkts_sent_a2b,sack_pkts_sent_b2a,dsack_pkts_sent_a2b,dsack_pkts_sent_b2a,max_sack_blks/ack_a2b,max_sack_blks/ack_b2a,unique_bytes_sent_a2b,unique_bytes_sent_b2a,actual_data_pkts_a2b,actual_data_pkts_b2a,actual_data_bytes_a2b,actual_data_bytes_b2a,rexmt_data_pkts_a2b,rexmt_data_pkts_b2a,rexmt_data_bytes_a2b,rexmt_data_bytes_b2a,zwnd_probe_pkts_a2b,zwnd_probe_pkts_b2a,zwnd_probe_bytes_a2b,zwnd_probe_bytes_b2a,outoforder_pkts_a2b,outoforder_pkts_b2a,pushed_data_pkts_a2b,pushed_data_pkts_b2a,SYN/FIN_pkts_sent_a2b,SYN/FIN_pkts_sent_b2a,req_1323_ws/ts_a2b,req_1323_ws/ts_b2a,adv_wind_scale_a2b,adv_wind_scale_b2a,req_sack_a2b,req_sack_b2a,sacks_sent_a2b,sacks_sent_b2a,urgent_data_pkts_a2b,urgent_data_pkts_b2a,urgent_data_bytes_a2b,urgent_data_bytes_b2a,mss_requested_a2b,mss_requested_b2a,max_segm_size_a2b,max_segm_size_b2a,min_segm_size_a2b,min_segm_size_b2a,avg_segm_size_a2b,avg_segm_size_b2a,max_win_adv_a2b,max_win_adv_b2a,min_win_adv_a2b,min_win_adv_b2a,zero_win_adv_a2b,zero_win_adv_b2a,avg_win_adv_a2b,avg_win_adv_b2a,initial_window_bytes_a2b,initial_window_bytes_b2a,initial_window_pkts_a2b,initial_window_pkts_b2a,ttl_stream_length_a2b,ttl_stream_length_b2a,missed_data_a2b,missed_data_b2a,truncated_data_a2b,truncated_data_b2a,truncated_packets_a2b,truncated_packets_b2a,data_xmit_time_a2b,data_xmit_time_b2a,idletime_max_a2b,idletime_max_b2a,hardware_dups_a2b,hardware_dups_b2a,throughput_a2b,throughput_b2a,RTT_samples_a2b,RTT_samples_b2a,RTT_min_a2b,RTT_min_b2a,RTT_max_a2b,RTT_max_b2a,RTT_avg_a2b,RTT_avg_b2a,RTT_stdev_a2b,RTT_stdev_b2a,RTT_from_3WHS_a2b,RTT_from_3WHS_b2a,RTT_full_sz_smpls_a2b,RTT_full_sz_smpls_b2a,RTT_full_sz_min_a2b,RTT_full_sz_min_b2a,RTT_full_sz_max_a2b,RTT_full_sz_max_b2a,RTT_full_sz_avg_a2b,RTT_full_sz_avg_b2a,RTT full_sz_stdev_a2b,RTT_full_sz_stdev_b2a,post-loss_acks_a2b,post-loss_acks_b2a,ambiguous_acks_a2b,ambiguous_acks_b2a,RTT_min_(last)_a2b,RTT_min_(last)_b2a,RTT_max_(last)_a2b,RTT_max_(last)_b2a,RTT_avg_(last)_a2b,RTT_avg_(last)_b2a,RTT_sdv_(last)_a2b,RTT_sdv_(last)_b2a,segs_cum_acked_a2b,segs_cum_acked_b2a,duplicate_acks_a2b,duplicate_acks_b2a,triple_dupacks_a2b,triple_dupacks_b2a,max_#_retrans_a2b,max_#_retrans_b2a,min_retr_time_a2b,min_retr_time_b2a,max_retr_time_a2b,max_retr_time_b2a,avg_retr_time_a2b,avg_retr_time_b2a,sdv_retr_time_a2b,sdv_retr_time_b2a,

435,192.168.1.31,62.165.155.50,64033,443,1700413284.985714 , 1700413405.23597 ,             15,             19,              0,              0,             14,             19,              6,              8,              0,              2,              0,              2,              0,              1,            991,           4539,              7,              9,            993,           4539,              2,              0,              2,              0,              0,              0,              0,              0,              0,              0,              5,              8,            1/1,            1/1,            Y/N,            Y/N,              8,              7,              Y,              Y,              0,              2,              0,              0,              0,              0,           1460,           1460,            594,           1460,              1,             24,            141,            504,         262656,          64128,         261632,          64128,              0,              0,         262180,          64128,            594,            264,              1,              1,            991,           4539,              0,              0,              0,              0,              0,              0,         90.040,        120.024,        45007.5,        45014.1,              0,              0,              8,             38,              7,              7,            2.3,            0.0,            7.2,           45.0,            3.5,            6.5,            1.7,           17.0,            3.0,            0.1,              2,              2,            2.6,            0.1,            3.0,            0.1,            2.8,            0.1,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              4,              3,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
436,192.168.1.31,62.165.155.50,64034,443,1700413285.235383 , 1700413357.694325 ,             10,             11,              1,              1,              9,             10,              4,              3,              1,              0,              1,              0,              1,              0,            674,            598,              3,              4,            675,            598,              1,              1,              1,              1,              0,              0,              0,              0,              0,              0,              2,              4,            1/1,            2/1,            Y/N,            Y/N,              8,              7,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1460,            594,            271,              1,             24,            224,            149,         262656,          64128,         262144,          64128,              0,              0,         233216,          57002,            594,            264,              1,              1,            675,            599,              1,              1,              0,              0,              0,              0,         55.009,         10.004,        45002.0,        45004.7,              0,              0,              9,              8,              3,              4,            2.3,            0.0,            6.8,           48.9,            3.8,           12.3,            2.6,           24.4,            6.8,            0.1,              1,              2,            6.8,            0.0,            6.8,            0.1,            6.8,            0.1,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              2,              3,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
437,2001:14ba:a051:8c00:15a0:90ff:ab54:3867,2a04:4e42:003a::0760,64036,443,1700413289.244863 , 1700413289.244863 ,              1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,            1/0,            0/0,            Y/N,            N/N,              8,              0,              Y,              N,              0,              0,              0,              0,              0,              0,           1440,              0,              0,              0,              0,              0,              0,              0,          64800,              0,          64800,              0,              0,              0,          64800,              0,              0,              0,              0,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,     10834191.1,             NA,              0,              0,             NA,             NA,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
438,2001:14ba:a051:8c00:15a0:90ff:ab54:3867,2a04:4e42:003a::0760,64037,443,1700413289.497621 , 1700413289.497621 ,              1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,            1/0,            0/0,            Y/N,            N/N,              8,              0,              Y,              N,              0,              0,              0,              0,              0,              0,           1440,              0,              0,              0,              0,              0,              0,              0,          64800,              0,          64800,              0,              0,              0,          64800,              0,              0,              0,              0,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,     10833938.4,             NA,              0,              0,             NA,             NA,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
439,192.168.1.31,151.101.246.248,64038,443,1700413289.559582 , 1700413732.99096 ,            527,           3457,              1,              0,            526,           3457,            512,             13,            263,              9,             10,              9,              4,              1,           1019,        4927430,             12,           3442,           1028,        4986464,              9,             41,              9,          59034,              0,              0,              0,              0,              0,            767,              3,            288,            1/1,            1/1,            Y/N,            Y/N,              8,              9,              Y,              Y,            263,              9,              0,              0,              0,              0,           1460,           1460,            517,           1456,              1,             31,             85,           1448,        4236800,         148480,         261120,         147456,              0,              0,        1970834,         148479,            517,            162,              1,              1,           1020,        4927430,              1,              0,              0,              0,              0,              0,        405.367,        442.536,        45015.0,        45014.9,              0,              0,              2,          11134,              5,            304,            1.4,            0.0,            1.7,            0.2,            1.5,            0.0,            0.1,            0.0,            1.7,            0.1,              2,              1,            1.6,            0.1,            1.7,            0.1,            1.6,            0.1,            0.0,            0.0,              0,             13,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,           3085,             10,            192,              1,              5,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
440,192.168.1.31,151.101.246.248,64039,443,1700413289.801171 , 1700413357.701237 ,              7,              8,              1,              0,              6,              8,              1,              4,              0,              1,              0,              1,              0,              1,            568,            193,              3,              2,            569,            193,              1,              0,              1,              0,              0,              0,              0,              0,              0,              0,              2,              2,            1/1,            1/1,            Y/N,            Y/N,              8,              9,              Y,              Y,              0,              1,              0,              0,              0,              0,           1460,           1460,            517,            162,              1,             31,            189,             96,         262656,         147456,         262400,         147456,              0,              0,         218752,         147456,            517,            162,              1,              1,            569,            193,              1,              0,              0,              0,              0,              0,         45.036,         67.869,        45016.4,        45016.5,              0,              0,              8,              3,              4,              3,            1.4,            0.1,           10.9,            0.2,            4.1,            0.1,            4.5,            0.1,           10.9,            0.1,              2,              1,            1.4,            0.1,           10.9,            0.1,            6.2,            0.1,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              2,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
441,192.168.1.31,20.199.120.85,61747,443,1700413298.461043 , 1700413298.499249 ,              1,              1,              0,              0,              1,              1,              0,              1,              0,              1,              0,              1,              0,              1,              1,              0,              1,              0,              1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,            0/0,            0/0,            N/N,            N/N,              0,              0,              N,              N,              0,              1,              0,              0,              0,              0,              0,              0,              1,              0,              1,              0,              0,              0,           1026,           7990,           1026,           7990,              0,              0,           1026,           7990,              1,              0,              1,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,     10824975.0,     10824936.8,              0,              0,             26,              0,              1,              0,           38.2,            0.0,           38.2,            0.0,           38.2,            0.0,            0.0,            0.0,            0.0,            0.0,              1,              0,           38.2,            0.0,           38.2,            0.0,           38.2,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
442,2001:14ba:a051:8c00:15a0:90ff:ab54:3867,2600:1901:0001:0081::0000,64046,443,1700413357.692159 , 1700413357.692159 ,              1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,            1/0,            0/0,            Y/N,            N/N,              8,              0,              Y,              N,              0,              0,              0,              0,              0,              0,           1440,              0,              0,              0,              0,              0,              0,              0,          64800,              0,          64800,              0,              0,              0,          64800,              0,              0,              0,              0,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,     10765743.8,             NA,              0,              0,             NA,             NA,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
443,192.168.1.31,35.186.224.17,64047,443,1700413357.996460 , 1700413732.98818 ,             15,             13,              0,              0,             14,             13,              3,              9,              0,              8,              0,              8,              0,              1,            647,            766,             10,              2,            655,            766,              8,              0,              8,              0,              0,              0,              0,              0,              0,              0,              2,              2,            1/1,            1/1,            Y/N,            Y/N,              8,              8,              Y,              Y,              0,              8,              0,              0,              0,              0,           1460,           1412,            583,            554,              1,            212,             65,            382,         262400,          66816,         261632,          66816,              0,              0,         261796,          66816,            583,            212,              1,              1,            647,            766,              0,              0,              0,              0,              0,              0,        360.053,          0.003,        45014.0,        45014.1,              0,              0,              2,              2,              4,              4,            1.2,            0.0,            2.2,           50.8,            1.7,           12.9,            0.4,           25.3,            2.2,            0.1,              2,              2,            1.5,            0.0,            2.2,            0.1,            1.8,            0.1,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              8,              1,              1,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
444,34.107.243.93,192.168.1.31,443,63433,1700413476.300980 , 1700413476.302502 ,              2,              1,              0,              0,              2,              1,              1,              0,              0,              0,              0,              0,              0,              0,             24,             28,              1,              1,             24,             28,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              1,              1,            0/0,            0/0,            N/N,            N/N,              0,              0,              N,              N,              0,              0,              0,              0,              0,              0,              0,              0,             24,             28,             24,             28,             23,             27,            284,           1025,            284,           1025,              0,              0,            284,           1025,             24,              0,              1,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,     10647133.5,     10647134.8,              0,              0,          15769,          18397,              1,              1,            0.3,            1.3,            0.3,            1.3,            0.3,            1.3,            0.0,            0.0,            0.0,            0.0,              1,              1,            0.3,            1.3,            0.3,            1.3,            0.3,            1.3,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
445,2001:14ba:a051:8c00:15a0:90ff:ab54:3867,2600:1901:0001:0c36::0000,64059,443,1700413487.351213 , 1700413487.351213 ,              1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,            1/0,            0/0,            Y/N,            N/N,              8,              0,              Y,              N,              0,              0,              0,              0,              0,              0,           1440,              0,              0,              0,              0,              0,              0,              0,          64800,              0,          64800,              0,              0,              0,          64800,              0,              0,              0,              0,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,     10636084.8,             NA,              0,              0,             NA,             NA,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
446,192.168.1.31,35.186.224.25,64061,443,1700413487.665205 , 1700413728.179904 ,             12,             10,              0,              0,             11,             10,              3,              6,              0,              5,              0,              5,              0,              1,            645,            766,              7,              2,            650,            766,              5,              0,              5,              0,              0,              0,              0,              0,              0,              0,              2,              2,            1/1,            1/1,            Y/N,            Y/N,              8,              8,              Y,              Y,              0,              5,              0,              0,              0,              0,           1460,           1412,            581,            554,              1,            212,             92,            382,         262400,          66816,         261632,          66816,              0,              0,         261841,          66816,            581,            212,              1,              1,            645,            766,              0,              0,              0,              0,              0,              0,        225.041,          0.002,        45012.2,        45012.1,              0,              0,              3,              3,              4,              4,            1.4,            0.0,            2.6,           51.6,            1.9,           13.0,            0.6,           25.7,            2.6,            0.0,              2,              2,            1.4,            0.0,            2.6,            0.0,            2.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              5,              1,              1,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
447,192.168.1.31,20.199.120.85,61747,443,1700413543.510822 , 1700413543.549190 ,              1,              1,              0,              0,              1,              1,              0,              1,              0,              1,              0,              1,              0,              1,              1,              0,              1,              0,              1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,            0/0,            0/0,            N/N,            N/N,              0,              0,              N,              N,              0,              1,              0,              0,              0,              0,              0,              0,              1,              0,              1,              0,              0,              0,           1026,           7990,           1026,           7990,              0,              0,           1026,           7990,              1,              0,              1,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,     10579925.2,     10579886.8,              0,              0,             26,              0,              1,              0,           38.4,            0.0,           38.4,            0.0,           38.4,            0.0,            0.0,            0.0,            0.0,            0.0,              1,              0,           38.4,            0.0,           38.4,            0.0,           38.4,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
448,192.168.1.31,52.58.254.253,64072,80,1700413582.13772 , 1700413710.916203 ,             14,              6,              1,              0,             13,              6,              5,              3,              0,              0,              0,              0,              0,              0,            109,            325,              1,              1,            109,            325,              5,              0,              5,              0,              0,              0,              0,              0,              0,              0,              1,              1,            1/6,            1/1,            Y/N,            Y/N,              8,              9,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1240,            109,            325,            109,            325,            108,            324,         262144,          64512,         261632,          64512,              0,              0,         241585,          64512,            109,            325,              1,              1,            110,            325,              1,              0,              0,              0,              0,              0,          0.000,          0.000,        79917.1,        10236.0,              0,              0,              1,              3,              2,              3,           24.4,            0.0,           25.0,            0.1,           24.7,            0.0,            0.0,            0.0,           25.0,            0.1,              1,              2,           25.0,            0.0,           25.0,            0.1,           25.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              3,              8,              1,              1,              5,              0,          309.2,            0.0,         4800.6,            0.0,         1865.8,            0.0,         1826.8,            0.0,
449,192.168.1.31,52.58.254.253,64073,443,1700413582.65037 , 1700413691.981867 ,             14,             12,              1,              0,             13,             12,              8,              3,              0,              0,              0,              0,              0,              0,            612,           4499,              3,              7,            612,           4499,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              5,            1/1,            1/1,            Y/N,            Y/N,              8,              9,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1240,            302,           1240,             93,             31,            203,            642,         262144,          64512,         261376,          64512,              0,              0,         241703,          64512,            302,           2480,              1,              2,            613,           4499,              1,              0,              0,              0,              0,              0,          0.063,         30.069,        79798.7,        10236.3,              0,              0,              6,             41,              4,              6,           24.2,            0.0,           24.9,            0.1,           24.6,            0.0,            0.3,            0.0,           24.8,            0.1,              1,              2,           24.8,            0.0,           24.8,            0.1,           24.8,            0.1,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              3,              3,              3,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
450,192.168.1.31,216.58.209.202,64077,443,1700413613.504219 , 1700413793.301682 ,             16,             20,              0,              0,             15,             20,              6,              5,              1,              0,              1,              0,              1,              0,           1083,          10542,              8,             12,           1083,          11889,              0,              2,              0,           1348,              0,              0,              0,              0,              0,              0,              8,              7,            1/1,            1/2,            Y/N,            Y/N,              8,              8,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1412,            677,           1412,             24,             31,            135,            990,         262400,          68352,         261888,          67072,              1,              0,         244599,          67678,            677,           9819,              1,              7,           1083,          10542,              0,              0,              0,              0,              0,              0,        179.579,        125.374,        58206.4,        58191.6,              0,              0,              6,             59,              9,              4,            1.4,            0.0,           16.1,           44.4,            4.7,           22.1,            5.8,           25.5,            2.0,            0.1,              2,              1,            1.9,            0.1,            2.0,            0.1,            1.9,            0.1,            0.0,            0.0,              0,              0,              0,              2,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              1,              7,              2,              1,              0,              0,              0,              1,            0.0,          213.4,            0.0,          213.4,            0.0,          106.7,            0.0,            0.0,
451,192.168.1.31,52.184.213.187,64082,443,1700413661.566009 , 1700413771.712700 ,             14,             11,              0,              0,             13,             11,              6,              2,              0,              0,              0,              0,              0,              0,           1307,           3101,              6,              7,           1307,           3101,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              6,              6,            1/1,            1/1,            Y/N,            Y/N,              8,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1440,            654,           1460,             38,             38,            217,            442,         263424,         525312,         262656,         524288,              0,              0,         263128,         524800,            222,           2432,              1,              2,           1307,           3101,              0,              0,              0,              0,              0,              0,          0.222,          0.221,       109549.1,       109698.4,              0,              0,             12,             28,              6,              6,          106.7,            0.0,          118.1,           42.3,          109.1,            7.1,            4.5,           17.2,          118.1,            0.1,              2,              2,          107.0,            0.0,          118.1,            0.1,          112.6,            0.1,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              2,              3,              0,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
452,192.168.1.31,13.33.244.4,63631,443,1700413683.145883 , 1700413702.93945 ,              7,              0,              1,              0,              7,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              5,              0,              5,              0,              0,              0,              0,              0,              0,              0,              0,              0,            0/6,            0/0,            N/N,            N/N,              0,              0,              N,              N,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,           1023,              0,           1023,              0,              0,              0,            876,              0,              0,              0,              0,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,         9601.2,             NA,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,              0,              0,              5,              0,          311.2,            0.0,         4815.6,            0.0,         1869.3,            0.0,         1831.0,            0.0,
453,2001:14ba:a051:8c00:15a0:90ff:ab54:3867,2001:14b8:1800:0303::3ea5:9f08,64089,443,1700413728.186048 , 1700413728.186048 ,              1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,            1/0,            0/0,            Y/N,            N/N,              8,              0,              Y,              N,              0,              0,              0,              0,              0,              0,           1440,              0,              0,              0,              0,              0,              0,              0,          64800,              0,          64800,              0,              0,              0,          64800,              0,              0,              0,              0,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,     10395250.0,             NA,              0,              0,             NA,             NA,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
454,2001:14ba:a051:8c00:15a0:90ff:ab54:3867,2001:14b8:1800:0303::3ea5:9f08,64090,443,1700413728.432451 , 1700413728.432451 ,              1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,            1/0,            0/0,            Y/N,            N/N,              8,              0,              Y,              N,              0,              0,              0,              0,              0,              0,           1440,              0,              0,              0,              0,              0,              0,              0,          64800,              0,          64800,              0,              0,              0,          64800,              0,              0,              0,              0,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,     10395003.6,             NA,              0,              0,             NA,             NA,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
455,192.168.1.31,62.165.155.18,64091,443,1700413728.493681 , 1700413848.616210 ,             41,             97,              0,              0,             40,             97,             32,              8,             20,              2,              8,              2,              1,              1,           1216,          83467,              7,             87,           1218,         107917,              2,             19,              2,          24450,              0,              0,              0,              0,              0,             20,              5,             25,            1/1,            1/1,            Y/N,            Y/N,              8,              7,              Y,              Y,             20,              2,              0,              0,              0,              0,           1460,           1460,            594,           1460,              1,             24,            173,           1240,         262656,          64128,         261376,          64128,              0,              0,         262521,          64128,            594,            264,              1,              1,           1216,          83467,              0,              0,              0,              0,              0,              0,         90.059,        120.114,        45019.5,        45020.7,              0,              0,             10,            695,              7,             22,            2.3,            0.0,            3.4,            0.4,            2.7,            0.1,            0.4,            0.1,            2.7,            0.0,              2,              2,            2.3,            0.0,            2.7,            0.0,            2.5,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,             48,              3,             12,              0,              1,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
