srcip,srcport,dstip,dstport,proto,duration
130.233.145.193,38696.0,104.16.89.50,443.0,6.0,74178.0
130.233.145.18,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,51550.0,130.233.227.12,2049.0,17.0,
130.233.145.66,137.0,130.233.145.255,137.0,17.0,1506130.0
130.233.145.193,0.0,130.233.226.86,49933.0,1.0,0.0
130.233.145.193,37660.0,93.184.220.113,443.0,6.0,59598203.0
130.233.145.193,59000.0,54.171.13.176,443.0,6.0,52416470.0
130.233.145.98,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.101,138.0,130.233.145.255,138.0,17.0,0.0
130.233.226.86,2048.0,130.233.145.193,58573.0,1.0,0.0
130.233.145.193,,54.192.98.201,443.0,6.0,115937264.0
130.233.145.193,58822.0,3.120.224.89,443.0,6.0,11268088.0
130.233.226.86,49586.0,130.233.145.193,10050.0,6.0,6998.0
130.233.145.193,34027.0,130.233.251.5,88.0,17.0,1118.0
130.233.145.193,50527.0,130.233.227.16,111.0,6.0,1044.0
130.233.145.193,56768.0,130.233.226.86,10051.0,6.0,1059.0
130.233.145.9,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,34598.0,54.76.84.205,443.0,6.0,231225443.0
130.233.226.86,48590.0,130.233.145.193,10050.0,6.0,1163.0
130.233.145.193,0.0,130.233.226.86,52023.0,1.0,0.0
130.233.226.86,2048.0,130.233.145.193,6953.0,,0.0
130.233.251.5,54044.0,130.233.145.193,137.0,,506942.0
130.233.145.193,55630.0,104.27.143.249,443.0,6.0,74910.0
130.233.145.167,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,0.0,130.233.226.86,54457.0,1.0,0.0
130.233.145.193,59200.0,13.33.44.179,443.0,6.0,116087677.0
130.233.145.193,52570.0,,443.0,,234267656.0
130.233.145.79,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,0.0,130.233.226.86,53772.0,1.0,0.0
130.233.145.193,41646.0,130.233.226.86,10051.0,6.0,2154.0
130.233.145.193,58952.0,216.58.211.3,443.0,6.0,35369.0
130.233.145.193,44752.0,195.8.215.224,443.0,6.0,1193958.0
130.233.145.193,0.0,130.233.226.86,28534.0,1.0,
130.233.145.193,59484.0,54.171.13.176,443.0,6.0,11059428.0
130.233.226.86,46392.0,130.233.145.193,10050.0,6.0,3968.0
130.233.145.167,137.0,130.233.145.255,137.0,17.0,1529404.0
130.233.145.193,0.0,130.233.226.86,50096.0,1.0,0.0
130.233.226.86,35632.0,130.233.145.193,10050.0,,1060.0
130.233.145.193,0.0,130.233.226.86,34720.0,1.0,0.0
130.233.145.193,,13.33.44.15,443.0,6.0,115549629.0
130.233.145.193,41168.0,91.198.174.192,443.0,6.0,101352.0
130.233.145.193,59158.0,54.171.13.176,443.0,6.0,31410232.0
130.233.145.193,47188.0,130.233.227.12,111.0,17.0,563.0
130.233.145.193,44948.0,130.233.226.86,10051.0,6.0,2607.0
130.233.145.162,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,0.0,130.233.226.86,37945.0,1.0,
130.233.145.193,59678.0,151.101.85.111,443.0,6.0,23503.0
130.233.145.193,57128.0,130.233.227.12,111.0,6.0,1116.0
130.233.145.193,59580.0,151.101.85.111,443.0,6.0,24701.0
130.233.145.157,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,52358.0,151.101.85.194,443.0,6.0,5026672.0
130.233.145.193,55142.0,192.0.76.3,443.0,6.0,
130.233.145.193,60310.0,95.140.228.46,443.0,,
130.233.226.86,34854.0,130.233.145.193,10050.0,6.0,938.0
130.233.145.193,0.0,130.233.226.86,47141.0,1.0,0.0
130.233.145.193,39202.0,52.85.241.129,443.0,6.0,20399696.0
130.233.145.193,46645.0,130.233.227.12,2049.0,6.0,851.0
130.233.145.193,41674.0,130.233.226.86,10051.0,6.0,3524.0
130.233.145.193,54740.0,192.229.233.50,443.0,6.0,10040.0
130.233.145.193,39774.0,93.184.220.66,443.0,6.0,115950481.0
130.233.145.193,60494.0,130.233.227.12,111.0,6.0,1046.0
130.233.226.86,2048.0,130.233.145.193,12282.0,1.0,0.0
130.233.145.193,53911.0,130.233.227.16,2049.0,17.0,274.0
130.233.145.193,60312.0,,443.0,6.0,
130.233.145.12,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,36140.0,130.233.224.60,123.0,17.0,
130.233.145.193,56770.0,130.233.226.86,10051.0,6.0,2667.0
130.233.226.86,2048.0,130.233.145.193,14335.0,1.0,0.0
130.233.145.193,46668.0,208.123.73.73,443.0,6.0,71269562.0
130.233.145.157,138.0,130.233.145.255,138.0,17.0,0.0
,33980.0,130.233.145.193,10050.0,6.0,954.0
130.233.145.22,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,42774.0,23.32.99.162,443.0,6.0,122975380.0
130.233.145.193,44304.0,31.13.72.37,443.0,6.0,252694581.0
130.233.145.94,137.0,130.233.145.255,137.0,17.0,7322413.0
130.233.145.193,45587.0,130.233.227.12,111.0,17.0,480.0
130.233.145.193,42162.0,216.58.207.206,443.0,6.0,33055.0
130.233.145.101,138.0,,138.0,17.0,0.0
130.233.145.193,43304.0,109.105.109.204,443.0,6.0,41844635.0
130.233.145.90,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.94,58758.0,130.233.145.255,137.0,17.0,0.0
130.233.145.193,52008.0,23.42.154.185,443.0,6.0,5363872.0
130.233.145.94,59602.0,130.233.145.255,137.0,17.0,0.0
130.233.226.86,36592.0,130.233.145.193,10050.0,6.0,7646.0
130.233.145.193,0.0,130.233.226.86,48094.0,1.0,0.0
,137.0,130.233.145.255,137.0,17.0,255497618.0
130.233.226.86,2048.0,130.233.145.193,61888.0,1.0,0.0
130.233.145.193,42400.0,130.233.226.86,10051.0,6.0,2250.0
130.233.145.193,59254.0,31.13.72.36,443.0,6.0,295349748.0
130.233.145.193,55744.0,104.18.21.226,80.0,6.0,115349444.0
130.233.145.193,0.0,130.233.226.86,5398.0,1.0,0.0
130.233.145.193,37545.0,130.233.227.12,111.0,6.0,1385.0
130.233.145.9,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,48292.0,151.101.84.133,443.0,6.0,71610711.0
130.233.145.193,60708.0,130.233.227.12,111.0,6.0,11195.0
130.233.145.193,49446.0,93.184.220.29,80.0,6.0,
130.233.145.193,52606.0,52.114.6.46,443.0,6.0,32709391.0
130.233.145.193,0.0,130.233.226.86,23546.0,1.0,0.0
130.233.226.86,2048.0,130.233.145.193,22197.0,1.0,0.0
130.233.145.193,45676.0,130.233.226.86,10051.0,6.0,1759.0
130.233.145.193,47054.0,50.63.243.230,80.0,6.0,393826.0
130.233.226.86,2048.0,130.233.145.193,17086.0,1.0,0.0
130.233.145.193,59736.0,31.13.72.12,443.0,6.0,595468051.0
,34838.0,130.233.227.12,111.0,17.0,6150.0
130.233.145.63,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,0.0,130.233.226.86,16230.0,1.0,0.0
130.233.145.193,44226.0,195.8.215.136,443.0,6.0,12016952.0
130.233.226.86,2048.0,130.233.145.193,54513.0,1.0,0.0
130.233.145.71,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,0.0,130.233.226.86,8556.0,1.0,0.0
130.233.145.193,47095.0,130.233.227.12,2049.0,6.0,870.0
130.233.145.193,44636.0,195.8.215.224,443.0,6.0,1198064.0
130.233.145.193,0.0,130.233.226.86,63107.0,1.0,0.0
130.233.145.193,49652.0,130.233.251.5,88.0,17.0,742.0
130.233.226.86,2048.0,130.233.145.193,8928.0,1.0,0.0
130.233.145.124,17500.0,130.233.145.255,17500.0,17.0,573558160.0
130.233.145.47,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,59906.0,130.233.227.12,111.0,6.0,1087.0
130.233.226.86,2048.0,130.233.145.193,,1.0,0.0
130.233.145.193,42580.0,172.217.20.35,80.0,6.0,115125984.0
3.112.14.218,2048.0,130.233.145.193,59185.0,1.0,0.0
130.233.145.193,50110.0,130.233.251.4,53.0,17.0,348434915.0
130.233.145.157,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.83,8612.0,130.233.145.255,8612.0,17.0,248581124.0
130.233.145.193,41632.0,130.233.226.86,10051.0,6.0,1650.0
130.233.226.86,2048.0,130.233.145.193,37536.0,,0.0
130.233.226.86,2048.0,130.233.145.193,9020.0,1.0,0.0
130.233.145.193,48760.0,64.202.112.63,443.0,6.0,471945.0
130.233.145.193,51562.0,54.215.99.83,443.0,6.0,722788.0
130.233.145.193,46552.0,151.101.84.175,443.0,6.0,5516893.0
130.233.226.86,2048.0,130.233.145.193,61307.0,1.0,0.0
130.233.145.157,,,57621.0,17.0,570140367.0
130.233.145.138,137.0,130.233.145.255,137.0,17.0,
130.233.145.193,47796.0,13.33.90.86,443.0,6.0,115639983.0
130.233.145.193,46131.0,130.233.227.12,111.0,,1040.0
130.233.145.193,0.0,130.233.226.86,44913.0,1.0,0.0
130.233.145.193,50110.0,130.233.251.4,53.0,17.0,424833885.0
130.233.145.193,39778.0,209.197.3.15,443.0,6.0,170081177.0
130.233.145.193,41280.0,91.198.174.192,443.0,6.0,171016033.0
130.233.145.193,53296.0,104.200.21.240,80.0,6.0,985989.0
130.233.145.157,57621.0,130.233.145.255,57621.0,17.0,570166885.0
130.233.145.193,43462.0,104.17.142.36,443.0,6.0,43716.0
130.233.226.86,,130.233.145.193,46491.0,1.0,0.0
130.233.226.86,2048.0,130.233.145.193,,1.0,0.0
130.233.226.86,2048.0,130.233.145.193,43544.0,1.0,
130.233.226.86,39272.0,130.233.145.193,10050.0,6.0,1150.0
130.233.145.193,44190.0,50.16.196.14,443.0,6.0,68208729.0
130.233.226.86,44790.0,130.233.145.193,10050.0,6.0,2196.0
130.233.145.193,42414.0,70.42.32.31,443.0,6.0,575619.0
130.233.145.193,48532.0,46.137.90.99,443.0,6.0,73857544.0
130.233.145.193,34116.0,66.117.25.58,443.0,6.0,6491467.0
130.233.145.193,37666.0,130.233.227.12,635.0,17.0,445.0
130.233.226.86,2048.0,130.233.145.193,3076.0,1.0,0.0
,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,56788.0,130.233.226.86,10051.0,6.0,2014.0
130.233.226.86,2048.0,,31941.0,,0.0
,35156.0,52.85.241.86,443.0,6.0,20442314.0
130.233.145.193,0.0,54.65.70.208,50663.0,1.0,
130.233.145.193,42999.0,130.233.227.16,2049.0,6.0,626.0
130.233.145.193,48445.0,130.233.227.12,2049.0,17.0,377.0
130.233.145.193,41580.0,130.233.226.86,10051.0,6.0,3544.0
130.233.145.193,,,443.0,6.0,
130.233.145.193,56600.0,130.233.227.12,111.0,6.0,1279.0
130.233.145.193,50600.0,130.233.253.39,8140.0,6.0,8882062.0
130.233.145.193,41644.0,130.233.226.86,10051.0,,
130.233.145.193,0.0,130.233.226.86,60492.0,1.0,0.0
130.233.145.193,0.0,130.233.226.86,36998.0,1.0,0.0
130.233.226.86,2048.0,130.233.145.193,15954.0,,0.0
130.233.145.193,0.0,13.234.221.163,49530.0,1.0,0.0
130.233.226.86,2048.0,130.233.145.193,160.0,1.0,0.0
130.233.145.151,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,,95.140.228.46,443.0,6.0,477409.0
130.233.145.193,46634.0,52.213.182.186,443.0,6.0,6025590.0
130.233.145.193,59204.0,,443.0,6.0,102729330.0
130.233.145.193,34062.0,104.25.219.21,443.0,6.0,257051130.0
130.233.145.193,41650.0,130.233.226.86,10051.0,6.0,1643.0
130.233.145.193,40162.0,,443.0,6.0,115665491.0
130.233.145.193,42480.0,70.42.32.31,,6.0,569188.0
130.233.226.86,2048.0,130.233.145.193,42799.0,1.0,0.0
130.233.145.193,46272.0,151.101.84.175,443.0,6.0,594860824.0
130.233.226.86,2048.0,130.233.145.193,29561.0,1.0,0.0
52.69.153.168,2048.0,130.233.145.193,64927.0,1.0,0.0
130.233.145.35,138.0,130.233.145.255,138.0,,
130.233.145.15,138.0,,138.0,17.0,0.0
130.233.226.86,2048.0,130.233.145.193,26445.0,1.0,0.0
130.233.145.193,0.0,35.156.241.107,6263.0,1.0,0.0
130.233.145.193,49218.0,130.233.251.5,389.0,6.0,364012571.0
130.233.145.138,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.53,138.0,,138.0,17.0,0.0
130.233.145.193,0.0,130.233.226.86,61454.0,1.0,0.0
130.233.145.193,38708.0,216.58.207.234,80.0,6.0,115313920.0
130.233.145.193,48606.0,,80.0,6.0,59816605.0
130.233.145.193,0.0,130.233.226.86,4303.0,1.0,0.0
130.233.145.98,138.0,130.233.145.255,,17.0,0.0
130.233.145.193,56642.0,151.139.128.14,80.0,6.0,72007663.0
130.233.145.193,45644.0,130.233.226.86,10051.0,6.0,12429.0
130.233.145.193,42162.0,130.233.226.86,10051.0,6.0,1779.0
130.233.145.193,44940.0,130.233.226.86,10051.0,6.0,1483.0
130.233.145.193,59142.0,130.233.226.86,10051.0,6.0,1603.0
130.233.226.86,2048.0,130.233.145.193,53107.0,1.0,0.0
,60214.0,104.102.6.114,443.0,6.0,116057697.0
130.233.145.193,0.0,130.233.226.86,16514.0,1.0,0.0
130.233.145.193,52398.0,216.58.211.10,443.0,6.0,170095174.0
130.233.145.193,43125.0,130.233.227.12,2049.0,17.0,329.0
130.233.145.193,57552.0,130.233.226.86,10051.0,6.0,13080.0
130.233.226.86,2048.0,130.233.145.193,45767.0,1.0,0.0
130.233.145.71,137.0,130.233.145.255,137.0,17.0,1500325.0
130.233.145.193,48936.0,192.0.72.31,443.0,6.0,35239.0
130.233.145.193,0.0,130.233.226.86,29834.0,1.0,0.0
130.233.145.162,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.35,138.0,130.233.145.255,138.0,17.0,0.0
,43420.0,130.233.227.12,111.0,6.0,862.0
130.233.145.193,0.0,130.233.226.86,23523.0,1.0,0.0
130.233.145.193,40160.0,18.204.96.124,443.0,6.0,115670418.0
130.233.145.193,822.0,130.233.227.12,635.0,17.0,398.0
130.233.145.193,42394.0,130.233.226.86,10051.0,6.0,2604.0
130.233.145.193,52876.0,104.18.21.226,80.0,6.0,10106938.0
130.233.145.193,52636.0,,,6.0,7403362.0
130.233.145.193,0.0,130.233.226.86,63541.0,1.0,0.0
130.233.145.193,44280.0,130.233.227.12,,17.0,365.0
130.233.145.193,56720.0,151.139.128.14,80.0,6.0,65026994.0
130.233.145.193,0.0,130.233.226.86,15660.0,1.0,0.0
130.233.226.86,2048.0,130.233.145.193,17595.0,1.0,
130.233.145.193,42434.0,130.233.226.86,10051.0,6.0,1790.0
130.233.145.193,41598.0,130.233.226.86,10051.0,6.0,1608.0
130.233.226.86,59978.0,130.233.145.193,10050.0,6.0,1583.0
130.233.145.70,138.0,130.233.145.255,138.0,17.0,0.0
130.233.226.86,2048.0,130.233.145.193,40893.0,1.0,0.0
130.233.145.193,55972.0,172.217.21.168,443.0,6.0,3181156.0
130.233.145.193,41225.0,130.233.227.12,635.0,17.0,
169.254.26.70,137.0,169.254.255.255,137.0,17.0,2264058.0
130.233.145.193,52136.0,23.42.152.29,443.0,6.0,115721694.0
130.233.226.86,2048.0,130.233.145.193,37088.0,1.0,
130.233.226.86,2048.0,130.233.145.193,9355.0,1.0,0.0
130.233.145.193,0.0,130.233.226.86,46648.0,1.0,0.0
130.233.145.193,35789.0,130.233.227.12,111.0,17.0,371.0
130.233.145.193,59796.0,31.13.72.12,443.0,6.0,443454152.0
130.233.145.193,44082.0,193.166.4.71,80.0,6.0,115661034.0
130.233.226.86,2048.0,130.233.145.193,23942.0,1.0,0.0
130.233.145.193,50110.0,130.233.251.6,53.0,17.0,442705586.0
130.233.145.124,17500.0,130.233.145.255,17500.0,17.0,452810796.0
130.233.145.156,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,45842.0,130.233.227.12,111.0,6.0,1090.0
130.233.145.193,,130.233.226.86,10051.0,6.0,1695.0
130.233.226.86,2048.0,130.233.145.193,14182.0,1.0,0.0
130.233.145.193,54971.0,130.233.227.12,2049.0,6.0,1114.0
130.233.145.193,40676.0,185.33.223.203,,6.0,6045536.0
,,130.233.227.16,635.0,17.0,369.0
130.233.145.115,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.138,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,0.0,130.233.226.86,19086.0,1.0,0.0
130.233.145.193,0.0,130.233.226.86,25200.0,1.0,
130.233.145.193,44184.0,50.16.196.14,443.0,6.0,68244305.0
130.233.145.193,47118.0,50.63.243.230,80.0,6.0,389684.0
130.233.226.86,2048.0,130.233.145.193,56150.0,1.0,0.0
130.233.145.193,46168.0,172.217.21.170,443.0,6.0,315546832.0
130.233.145.193,59088.0,178.162.133.149,443.0,6.0,5906715.0
130.233.145.25,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.133,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,50110.0,130.233.251.5,53.0,17.0,577499211.0
,2048.0,,,1.0,0.0
130.233.145.193,50826.0,151.101.128.217,443.0,6.0,120384500.0
130.233.145.53,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,46274.0,151.101.84.175,443.0,6.0,116074540.0
130.233.145.193,42344.0,172.217.20.54,80.0,6.0,940348.0
130.233.145.193,50110.0,130.233.251.6,53.0,17.0,572547708.0
130.233.145.193,44260.0,130.233.227.12,111.0,6.0,1225.0
130.233.145.193,40126.0,93.184.220.66,443.0,6.0,11104743.0
130.233.145.193,44232.0,195.8.215.136,443.0,6.0,11432907.0
130.233.145.193,60056.0,151.101.85.111,443.0,6.0,26047.0
130.233.145.47,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,41634.0,130.233.226.86,10051.0,6.0,2095.0
130.233.145.193,52842.0,52.85.241.96,443.0,6.0,
130.233.145.193,42402.0,130.233.226.86,10051.0,6.0,1724.0
130.233.145.193,56390.0,216.58.211.142,443.0,6.0,577410447.0
130.233.145.193,42180.0,130.233.226.86,10051.0,6.0,2739.0
54.168.37.128,2048.0,130.233.145.193,23444.0,1.0,0.0
130.233.145.193,45624.0,130.233.226.86,10051.0,6.0,13602.0
130.233.145.193,,91.228.74.156,443.0,6.0,22768972.0
130.233.145.193,46652.0,172.217.20.42,443.0,6.0,539126949.0
130.233.145.193,51242.0,130.233.227.12,,17.0,298.0
130.233.145.43,,130.233.145.255,138.0,17.0,0.0
130.233.145.193,0.0,130.233.226.86,46604.0,1.0,0.0
130.233.145.180,137.0,130.233.145.255,137.0,17.0,24852824.0
130.233.145.79,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.138,138.0,130.233.145.255,138.0,17.0,
130.233.145.167,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,0.0,130.233.226.86,35725.0,1.0,0.0
130.233.145.97,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,50454.0,91.198.174.208,443.0,6.0,80458.0
130.233.145.193,50830.0,151.101.128.217,443.0,6.0,115383420.0
130.233.145.193,41608.0,130.233.226.86,10051.0,6.0,1602.0
130.233.145.193,45434.0,104.17.32.105,443.0,6.0,1465249.0
130.233.145.157,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,41604.0,130.233.226.86,10051.0,6.0,4060.0
130.233.145.193,37760.0,192.0.77.32,443.0,6.0,37197.0
130.233.145.193,49974.0,157.240.194.27,443.0,6.0,28907.0
130.233.145.193,52650.0,52.114.6.46,443.0,6.0,10392205.0
130.233.145.193,49568.0,93.184.220.29,80.0,6.0,116799605.0
130.233.145.193,53294.0,104.200.21.240,80.0,6.0,2398186.0
130.233.145.193,0.0,130.233.226.86,18002.0,1.0,0.0
130.233.145.157,138.0,130.233.145.255,138.0,,0.0
130.233.145.193,48088.0,104.27.151.163,443.0,6.0,241544231.0
130.233.145.193,41576.0,219.87.64.165,80.0,6.0,6395339.0
130.233.145.193,,130.233.227.12,635.0,17.0,1060.0
130.233.226.86,2048.0,130.233.145.193,9250.0,1.0,0.0
130.233.145.193,47832.0,35.176.232.241,443.0,6.0,171032066.0
130.233.145.193,43460.0,,443.0,6.0,44615.0
130.233.145.193,0.0,130.233.226.86,11118.0,,0.0
130.233.145.193,50110.0,130.233.251.7,53.0,17.0,587483612.0
130.233.145.180,137.0,130.233.145.255,137.0,17.0,20089686.0
130.233.145.193,52610.0,52.114.6.46,443.0,6.0,
130.233.145.193,45666.0,130.233.226.86,10051.0,6.0,3457.0
130.233.145.193,,54.65.70.208,26699.0,1.0,0.0
130.233.145.193,49750.0,93.184.220.29,80.0,6.0,20360353.0
130.233.145.193,59584.0,151.101.85.111,443.0,6.0,25841.0
130.233.145.154,138.0,130.233.145.255,138.0,17.0,0.0
130.233.226.86,2048.0,130.233.145.193,20953.0,1.0,0.0
130.233.145.193,40112.0,46.137.117.17,443.0,6.0,5473446.0
130.233.145.193,55552.0,176.34.120.238,443.0,6.0,
130.233.145.193,59440.0,172.217.21.130,443.0,6.0,
130.233.145.193,44692.0,216.58.211.3,443.0,6.0,72346.0
130.233.145.193,43290.0,130.233.227.12,635.0,17.0,478.0
130.233.145.193,37344.0,93.184.220.113,443.0,6.0,170241008.0
130.233.145.193,42835.0,130.233.227.12,111.0,6.0,1712.0
130.233.145.193,34914.0,172.217.21.170,443.0,6.0,170614758.0
130.233.145.193,59446.0,172.217.21.130,443.0,6.0,170572622.0
130.233.226.86,2048.0,130.233.145.193,45093.0,1.0,0.0
130.233.226.86,2048.0,,43364.0,1.0,0.0
130.233.226.86,2048.0,130.233.145.193,59456.0,1.0,0.0
,56764.0,130.233.226.86,10051.0,6.0,2717.0
130.233.226.86,2048.0,130.233.145.193,45653.0,1.0,0.0
130.233.145.193,59588.0,151.101.85.111,443.0,6.0,24579.0
130.233.145.193,,130.233.251.7,53.0,,577499162.0
130.233.145.193,57494.0,130.233.226.86,10051.0,6.0,1717.0
130.233.145.193,,23.42.154.185,443.0,6.0,5611385.0
130.233.145.193,52808.0,151.101.84.193,443.0,6.0,46778.0
130.233.145.193,59268.0,54.171.13.176,443.0,6.0,250274639.0
130.233.145.193,34415.0,130.233.227.16,111.0,6.0,1539.0
130.233.145.193,52134.0,23.42.152.29,443.0,6.0,115721782.0
130.233.145.193,59442.0,54.171.13.176,443.0,6.0,2758215.0
130.233.145.193,37854.0,216.58.211.4,443.0,6.0,590327566.0
130.233.145.193,,130.233.227.12,635.0,17.0,9290.0
130.233.145.193,46492.0,151.101.84.175,443.0,6.0,5413954.0
130.233.226.86,2048.0,130.233.145.193,49601.0,1.0,0.0
130.233.145.193,0.0,130.233.226.86,47606.0,1.0,0.0
130.233.226.86,53444.0,130.233.145.193,10050.0,6.0,1788.0
130.233.226.86,2048.0,,46046.0,1.0,0.0
130.233.145.193,53674.0,151.139.128.14,80.0,6.0,65019564.0
130.233.145.193,0.0,130.233.226.86,50417.0,1.0,0.0
130.233.145.193,55626.0,104.27.143.249,443.0,6.0,
130.233.145.193,50110.0,130.233.251.7,,17.0,424850402.0
130.233.145.193,0.0,130.233.226.86,47701.0,1.0,0.0
130.233.145.193,35512.0,13.107.246.10,443.0,6.0,123353289.0
130.233.145.193,0.0,130.233.226.86,63355.0,1.0,0.0
130.233.145.193,48874.0,130.233.227.12,635.0,17.0,573.0
130.233.145.193,50598.0,130.233.253.39,8140.0,6.0,
130.233.145.143,138.0,130.233.145.255,138.0,17.0,0.0
130.233.226.86,2048.0,130.233.145.193,391.0,1.0,
130.233.226.86,2048.0,130.233.145.193,35032.0,1.0,0.0
130.233.145.193,44074.0,172.64.173.16,443.0,6.0,
130.233.145.193,,192.229.233.50,443.0,6.0,170180327.0
130.233.145.193,57904.0,54.72.133.38,443.0,6.0,237817546.0
130.233.145.157,57621.0,130.233.145.255,57621.0,17.0,312777603.0
130.233.145.193,59546.0,172.217.21.130,443.0,6.0,42092.0
130.233.145.193,50186.0,13.33.44.248,443.0,6.0,115156360.0
130.233.226.86,50076.0,130.233.145.193,10050.0,6.0,1503.0
130.233.145.193,48824.0,64.202.112.63,443.0,6.0,461700.0
130.233.145.193,44942.0,130.233.226.86,10051.0,6.0,3171.0
130.233.145.193,56624.0,130.233.227.12,111.0,6.0,1310.0
130.233.145.193,0.0,3.8.75.184,9027.0,1.0,0.0
130.233.145.193,,192.0.77.2,443.0,6.0,171018413.0
130.233.145.193,58806.0,104.27.166.220,443.0,6.0,2024053.0
130.233.226.86,2048.0,130.233.145.193,47600.0,1.0,0.0
130.233.226.86,2048.0,130.233.145.193,46079.0,1.0,0.0
130.233.145.193,53400.0,209.197.3.15,443.0,6.0,170096584.0
130.233.145.193,49362.0,216.58.211.130,443.0,6.0,296730720.0
130.233.145.193,0.0,130.233.226.86,35983.0,1.0,0.0
130.233.145.193,,64.202.112.63,443.0,6.0,470532.0
130.233.145.182,,130.233.145.255,138.0,,
130.233.226.86,2048.0,130.233.145.193,7236.0,1.0,0.0
130.233.226.86,60014.0,130.233.145.193,10050.0,6.0,2172.0
130.233.145.193,0.0,130.233.226.86,35886.0,1.0,
130.233.226.86,39976.0,130.233.145.193,10050.0,6.0,2670.0
130.233.145.193,45670.0,130.233.226.86,10051.0,6.0,1661.0
130.233.145.193,44678.0,195.8.215.224,443.0,6.0,1181135.0
130.233.145.193,46538.0,151.101.84.175,443.0,6.0,5041600.0
130.233.145.193,52188.0,54.194.238.142,443.0,6.0,226512477.0
130.233.226.86,56668.0,130.233.145.193,10050.0,6.0,1428.0
130.233.145.193,38245.0,130.233.227.12,111.0,17.0,437.0
,39240.0,,443.0,6.0,170759266.0
130.233.145.193,38952.0,130.233.251.5,88.0,6.0,1607.0
130.233.226.86,2048.0,130.233.145.193,11002.0,1.0,0.0
130.233.145.193,47948.0,31.13.72.36,443.0,,
130.233.145.193,49534.0,209.85.225.198,443.0,6.0,463258.0
130.233.226.86,2048.0,130.233.145.193,64466.0,1.0,
130.233.145.193,50110.0,130.233.251.4,53.0,17.0,583453171.0
130.233.226.86,2048.0,130.233.145.193,,1.0,0.0
130.233.145.193,55160.0,104.66.121.204,443.0,6.0,118170252.0
130.233.145.193,,93.184.220.29,80.0,6.0,115535404.0
130.233.145.193,0.0,35.154.18.58,31852.0,1.0,0.0
130.233.145.193,51926.0,23.42.152.29,443.0,6.0,211817341.0
130.233.145.193,37712.0,192.0.77.32,443.0,6.0,214526997.0
130.233.145.193,40158.0,18.204.96.124,443.0,6.0,206147934.0
130.233.145.193,35510.0,13.107.246.10,443.0,6.0,122543099.0
130.233.145.193,45794.0,52.114.88.20,443.0,6.0,246164423.0
130.233.145.193,,130.233.227.12,2049.0,17.0,399.0
130.233.145.193,925.0,130.233.227.12,635.0,17.0,976.0
130.233.145.193,37080.0,172.217.21.142,443.0,,40503.0
130.233.145.193,37801.0,130.233.227.12,2049.0,6.0,1109.0
130.233.145.193,56598.0,151.139.128.14,80.0,6.0,65027922.0
130.233.145.193,50166.0,52.213.115.189,443.0,6.0,62722898.0
130.233.145.193,59150.0,178.162.133.149,443.0,6.0,6041527.0
130.233.145.193,45072.0,104.102.51.133,443.0,6.0,5458351.0
130.233.145.193,42150.0,130.233.226.86,10051.0,6.0,5564.0
130.233.226.86,2048.0,130.233.145.193,,1.0,0.0
130.233.145.182,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,0.0,130.233.226.86,62178.0,,0.0
130.233.226.86,2048.0,130.233.145.193,50532.0,1.0,0.0
130.233.145.193,57512.0,130.233.226.86,10051.0,6.0,1569.0
130.233.145.193,887.0,130.233.227.12,635.0,17.0,11666.0
130.233.145.193,,91.198.174.192,443.0,6.0,184905.0
130.233.226.86,2048.0,130.233.145.193,,1.0,0.0
130.233.145.193,50110.0,130.233.251.7,53.0,17.0,595552128.0
