NUTS2_ID,EU_Payments,Region
SE31,1418.792925796871,Norra Mellansverige
SE32,2243.3338514317347,Mellersta Norrland
SE33,2370.6255015355778,Övre Norrland
SI01,1719.6450844499673,Vzhodna Slovenija
SI02,1530.6219511329757,Zahodna Slovenija
SI03,0.0032885616674388947,Zahodna Slovenija
SI04,0.0020076112783570196,Zahodna Slovenija
SK01,3600.973815869666,Bratislavský kraj
SK02,4670.7736822650995,Západné Slovensko
SK03,5068.932789592919,Stredné Slovensko
SK04,4373.534774054469,Východné Slovensko
UKC1,1155.6953101137453,Tees Valley and Durham
UKC2,1074.3028327574468,Northumberland and Tyne and Wear
UKD1,1042.887191492181,Cumbria
UKD3,563.5817942078729,Greater Manchester
UKD4,564.7902579919455,Lancashire
UKD6,535.9470680637829,Cheshire
UKD7,1811.845869889347,Merseyside
UKE1,1004.2189311045468,East Yorkshire and Northern Lincolnshire
UKE2,744.2363024753232,North Yorkshire
UKE3,1523.6677418964518,South Yorkshire
UKE4,535.0741422032556,West Yorkshire
UKF1,580.43353204719,Derbyshire and Nottinghamshire
UKF2,468.6407289653123,"Leicestershire, Rutland and Northamptonshire"
UKF3,855.2118215927707,Lincolnshire
UKG1,559.1729303184603,"Herefordshire, Worcestershire and Warwickshire"
UKG2,610.288449103725,Shropshire and Staffordshire
UKG3,725.2222808060574,West Midlands
UKH1,439.44694362003685,East Anglia
UKH2,329.9719197135236,Bedfordshire and Hertfordshire
UKH3,335.2443276921983,Essex
UKJ1,307.08851349450737,"Berkshire, Buckinghamshire and Oxfordshire"
UKJ2,316.8801036346353,"Surrey, East and West Sussex"
UKJ3,326.7445437896691,Hampshire and Isle of Wight
UKJ4,343.2024880345627,Kent
UKK1,364.69982054925595,"Gloucestershire, Wiltshire and Bristol/Bath area"
UKK2,427.68503513839414,Dorset and Somerset
UKK3,2774.648206509887,Cornwall and Isles of Scilly
UKK4,799.5608677390692,Devon
UKL1,3255.4397177785013,West Wales and The Valleys
UKL2,1104.2420761986302,East Wales
UKM7,810.2610112878427,Eastern Scotland
UKM9,2653.645539524444,Southern Scotland
UKM5,1423.7752384605292,North Eastern Scotland
UKM6,2491.2682710885583,Highlands and Islands
UKN0,1993.315209774723,Northern Ireland
UKZZ,9777284.0,Extra-Regio NUTS 2
PL91,6975.214142721637,Warszawski stołeczny
PL92,9150.906730686183,Mazowiecki regionalny
HU12,6778.864387734836,Pest
HU11,4947.430622055988,Budapest
LT01,6269.511062979389,Sostinės regionas
LT02,6269.511062979389,Vidurio ir vakarų Lietuvos regionas
HR06,0.006710187913861605,Sjeverna Hrvatska
HR02,0.003964428562497619,Panonska Hrvatska
HR05,0.006804782578449304,Grad Zagreb
UKI4,498.7929552550712,Inner London — East
UKI3,1018.4775865530238,Inner London — West
UKI5,524.0337461185445,Outer London — East and North East
UKI6,772.3127473852725,Outer London — South
UKI7,483.4739049263517,Outer London — West and North West
IE03,7625.144936440404,Southern
IE04,0.016441808714284578,Eastern and Midland
